LIPID_ID,IL_SMILES,IL_head_id,IL_head_SMILES,Tail1_id,Tail1_SMILES,Tail2_id,Tail2_SMILES,Tail3_id,Tail3_SMILES,Tail4_id,Tail4_SMILES,Active_Site_Class,N_Tails,ARCHITECTURE,REACTION_TYP
LNPhub_3V00000089,CCCCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCC)Cc1ccccc1,M48,NCCNCc1ccccc1,O18,C=CC(=O)OCCCCCCCCCCCCCCCCCC,O18,C=CC(=O)OCCCCCCCCCCCCCCCCCC,O10,C=CC(=O)OCCCCCCCCCC,,,PRIMARY_SECONDARY,3.0,ARCH_HEAD_3_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000090,CCCCCCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCCCCCC)C(CN(CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCC)c1cccc(C(F)(F)F)c1,M537,NCC(N)c1cccc(C(F)(F)F)c1,O14,C=CC(=O)OCCCCCCCCCCCCCC,O14,C=CC(=O)OCCCCCCCCCCCCCC,O20,C=CC(=O)OCCCCCCCCCCCCCCCCCCCC,O20,C=CC(=O)OCCCCCCCCCCCCCCCCCCCC,PRIMARY_PRIMARY,4.0,ARCH_HEAD_4_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000091,CCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCC)C1(COC)CCN(CCC(=O)OCCCCCCCC)CC1,M516,COCC1(N)CCNCC1,O11,C=CC(=O)OCCCCCCCCCCC,O11,C=CC(=O)OCCCCCCCCCCC,O8,C=CC(=O)OCCCCCCCC,,,PRIMARY_SECONDARY,3.0,ARCH_HEAD_3_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000092,CCCCCCCCCCCCCCCCCCCCCOC(=O)CCN1CC(C)CC(N(CCC(=O)OCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCC)C1,M2256,CC1CNCC(N)C1,O21,C=CC(=O)OCCCCCCCCCCCCCCCCCCCCC,O15,C=CC(=O)OCCCCCCCCCCCCCCC,O15,C=CC(=O)OCCCCCCCCCCCCCCC,,,PRIMARY_SECONDARY,3.0,ARCH_HEAD_3_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000093,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)NC(=O)c1cnn(Cc2ccccc2)c1N(CCC(=O)OCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCC,M267,NNC(=O)c1cnn(Cc2ccccc2)c1N,O13,C=CC(=O)OCCCCCCCCCCCCC,O13,C=CC(=O)OCCCCCCCCCCCCC,O11,C=CC(=O)OCCCCCCCCCCC,O11,C=CC(=O)OCCCCCCCCCCC,PRIMARY_PRIMARY,4.0,ARCH_HEAD_4_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000094,CCCCCCCCCCCCCCCCCCCOC(=O)CCN(CCCCCC(F)CCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCCCCC,M842,NCCCCCC(F)CCN,O19,C=CC(=O)OCCCCCCCCCCCCCCCCCCC,O19,C=CC(=O)OCCCCCCCCCCCCCCCCCCC,O12,C=CC(=O)OCCCCCCCCCCCC,O12,C=CC(=O)OCCCCCCCCCCCC,PRIMARY_PRIMARY,4.0,ARCH_HEAD_4_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000095,CCCCCCCCCCCCCCCCCCCCOC(=O)CCN1CCN(CCn2c(C)c(C)c(C#N)c2N(CCC(=O)OCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCC)CC1,M1357,Cc1c(C#N)c(N)n(CCN2CCNCC2)c1C,O15,C=CC(=O)OCCCCCCCCCCCCCCC,O15,C=CC(=O)OCCCCCCCCCCCCCCC,O20,C=CC(=O)OCCCCCCCCCCCCCCCCCCCC,,,PRIMARY_SECONDARY,3.0,ARCH_HEAD_3_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000096,CCCCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCCCC)C(CC)C(=O)NN(CCC(=O)OCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCC,M1824,CCC(N)C(=O)NN,O18,C=CC(=O)OCCCCCCCCCCCCCCCCCC,O18,C=CC(=O)OCCCCCCCCCCCCCCCCCC,O11,C=CC(=O)OCCCCCCCCCCC,O11,C=CC(=O)OCCCCCCCCCCC,PRIMARY_PRIMARY,4.0,ARCH_HEAD_4_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000097,CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC)c1cc(C)c(Br)cc1N(CCC(=O)OCCCCCCC)CCC(=O)OCCCCCCC,M567,Cc1cc(N)c(N)cc1Br,O8,C=CC(=O)OCCCCCCCC,O8,C=CC(=O)OCCCCCCCC,O7,C=CC(=O)OCCCCCCC,O7,C=CC(=O)OCCCCCCC,PRIMARY_PRIMARY,4.0,ARCH_HEAD_4_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000098,CCCCCCCCCCCCCCCCCCCOC(=O)CCN(CCCCCCN(CCC(=O)OCCCCCCCCCCCCCCCCCCC)c1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)CCC(=O)OCCCCCCCCCCCCCCCCCCC,M1845,NCCCCCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,O19,C=CC(=O)OCCCCCCCCCCCCCCCCCCC,O19,C=CC(=O)OCCCCCCCCCCCCCCCCCCC,O19,C=CC(=O)OCCCCCCCCCCCCCCCCCCC,,,PRIMARY_SECONDARY,3.0,ARCH_HEAD_3_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000099,CCCCCCCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCCCCCCC)c1cc(S(=O)(=O)NCC)ccc1N(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC,M1124,CCNS(=O)(=O)c1ccc(N)c(N)c1,O12,C=CC(=O)OCCCCCCCCCCCC,O12,C=CC(=O)OCCCCCCCCCCCC,O21,C=CC(=O)OCCCCCCCCCCCCCCCCCCCCC,O21,C=CC(=O)OCCCCCCCCCCCCCCCCCCCCC,PRIMARY_PRIMARY,4.0,ARCH_HEAD_4_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000100,CCCCCCCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCCCCCCC)c1ccc(N(CCC(=O)OCCCCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCCCCC)cc1C,M1390,Cc1cc(N)ccc1N,O19,C=CC(=O)OCCCCCCCCCCCCCCCCCCC,O19,C=CC(=O)OCCCCCCCCCCCCCCCCCCC,O21,C=CC(=O)OCCCCCCCCCCCCCCCCCCCCC,O21,C=CC(=O)OCCCCCCCCCCCCCCCCCCCCC,PRIMARY_PRIMARY,4.0,ARCH_HEAD_4_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000101,CCCCCCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCCCCCC)c1cccnc1N(C)CCC(=O)OCCCCCCCCC,M1299,CNc1ncccc1N,O9,C=CC(=O)OCCCCCCCCC,O20,C=CC(=O)OCCCCCCCCCCCCCCCCCCCC,O20,C=CC(=O)OCCCCCCCCCCCCCCCCCCCC,,,PRIMARY_SECONDARY,3.0,ARCH_HEAD_3_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000102,CCCCCCCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCCCCCCC)C(CO)Cc1cccc(CC(CO)N(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC)c1,M515,NC(CO)Cc1cccc(CC(N)CO)c1,O12,C=CC(=O)OCCCCCCCCCCCC,O12,C=CC(=O)OCCCCCCCCCCCC,O21,C=CC(=O)OCCCCCCCCCCCCCCCCCCCCC,O21,C=CC(=O)OCCCCCCCCCCCCCCCCCCCCC,PRIMARY_PRIMARY,4.0,ARCH_HEAD_4_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000103,CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)Cc1ccccc1N1CCN(CCC(=O)OCCCCCC)CC1,M2006,NCc1ccccc1N1CCNCC1,O12,C=CC(=O)OCCCCCCCCCCCC,O12,C=CC(=O)OCCCCCCCCCCCC,O6,C=CC(=O)OCCCCCC,,,PRIMARY_SECONDARY,3.0,ARCH_HEAD_3_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000104,CCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCC)c1nccc(N2CCOCC2)c1N(CCC(=O)OCCCCCCCC)CCC(=O)OCCCCCCCC,M1800,Nc1nccc(N2CCOCC2)c1N,O9,C=CC(=O)OCCCCCCCCC,O9,C=CC(=O)OCCCCCCCCC,O8,C=CC(=O)OCCCCCCCC,O8,C=CC(=O)OCCCCCCCC,PRIMARY_PRIMARY,4.0,ARCH_HEAD_4_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000105,CCCCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCCCC)c1nc(N(CCC(=O)OCCCCCCCC)CCC(=O)OCCCCCCCC)nc2nc(C)cc(C)c12,M662,Cc1cc(C)c2c(N)nc(N)nc2n1,O18,C=CC(=O)OCCCCCCCCCCCCCCCCCC,O18,C=CC(=O)OCCCCCCCCCCCCCCCCCC,O8,C=CC(=O)OCCCCCCCC,O8,C=CC(=O)OCCCCCCCC,PRIMARY_PRIMARY,4.0,ARCH_HEAD_4_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000106,CCCCCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCCCCC)C[C@@H]1CCCN(CCC(=O)OCCCCCCCCCCCCCC)C1,M248,NC[C@@H]1CCCNC1,O19,C=CC(=O)OCCCCCCCCCCCCCCCCCCC,O19,C=CC(=O)OCCCCCCCCCCCCCCCCCCC,O14,C=CC(=O)OCCCCCCCCCCCCCC,,,PRIMARY_SECONDARY,3.0,ARCH_HEAD_3_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000107,CCCCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCCCC)c1cnc(N(CCC(=O)OCCCCCCC)CCC(=O)OCCCCCCC)cc1Cl,M2218,Nc1cc(Cl)c(N)cn1,O7,C=CC(=O)OCCCCCCC,O7,C=CC(=O)OCCCCCCC,O18,C=CC(=O)OCCCCCCCCCCCCCCCCCC,O18,C=CC(=O)OCCCCCCCCCCCCCCCCCC,PRIMARY_PRIMARY,4.0,ARCH_HEAD_4_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000108,CCCCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCCCC)C1(C)CN(CCC(=O)OCCCCC)C1,M1694,CC1(N)CNC1,O18,C=CC(=O)OCCCCCCCCCCCCCCCCCC,O18,C=CC(=O)OCCCCCCCCCCCCCCCCCC,O5,C=CC(=O)OCCCCC,,,PRIMARY_SECONDARY,3.0,ARCH_HEAD_3_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000109,CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)c1c(N(CCC(=O)OCCCCCCCC)CCC(=O)OCCCCCCCC)cccc1[N+](=O)[O-],M1878,Nc1cccc([N+](=O)[O-])c1N,O8,C=CC(=O)OCCCCCCCC,O8,C=CC(=O)OCCCCCCCC,O13,C=CC(=O)OCCCCCCCCCCCCC,O13,C=CC(=O)OCCCCCCCCCCCCC,PRIMARY_PRIMARY,4.0,ARCH_HEAD_4_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000110,CCCCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCCCC)CCn1ccnc1N(CCC(=O)OCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCC,M1964,NCCn1ccnc1N,O18,C=CC(=O)OCCCCCCCCCCCCCCCCCC,O18,C=CC(=O)OCCCCCCCCCCCCCCCCCC,O15,C=CC(=O)OCCCCCCCCCCCCCCC,O15,C=CC(=O)OCCCCCCCCCCCCCCC,PRIMARY_PRIMARY,4.0,ARCH_HEAD_4_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000111,CCCCCCCCCCCCCCCCCCCCCOC(=O)CCN(CCOCCOCCN1CCC(c2ccc(N(CCC(=O)OCCCCCCCC)c3nc(N4CCCCC4)cnc3C(N)=O)cc2)CC1)CCC(=O)OCCCCCCCCCCCCCCCCCCCCC,M2037,NCCOCCOCCN1CCC(c2ccc(Nc3nc(N4CCCCC4)cnc3C(N)=O)cc2)CC1,O21,C=CC(=O)OCCCCCCCCCCCCCCCCCCCCC,O21,C=CC(=O)OCCCCCCCCCCCCCCCCCCCCC,O8,C=CC(=O)OCCCCCCCC,,,PRIMARY_SECONDARY,3.0,ARCH_HEAD_3_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000112,CCCCCCCCCCCCCOC(=O)CCN(CCCON(CCC(=O)OCCCCC)CCC(=O)OCCCCC)CCC(=O)OCCCCCCCCCCCCC,M920,NCCCON,O13,C=CC(=O)OCCCCCCCCCCCCC,O13,C=CC(=O)OCCCCCCCCCCCCC,O5,C=CC(=O)OCCCCC,O5,C=CC(=O)OCCCCC,PRIMARY_PRIMARY,4.0,ARCH_HEAD_4_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000113,CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)c1ccnc2c1CN(CCC(=O)OCCCCCCCCC)CC2,M1379,Nc1ccnc2c1CNCC2,O12,C=CC(=O)OCCCCCCCCCCCC,O12,C=CC(=O)OCCCCCCCCCCCC,O9,C=CC(=O)OCCCCCCCCC,,,PRIMARY_SECONDARY,3.0,ARCH_HEAD_3_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000114,CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)[C@@H](Cc1ccccc1)CN(CCC(=O)OCCCCCCCCC)c1nc(-c2ccncc2)nc2c(Br)csc12,M2249,N[C@H](CNc1nc(-c2ccncc2)nc2c(Br)csc12)Cc1ccccc1,O12,C=CC(=O)OCCCCCCCCCCCC,O12,C=CC(=O)OCCCCCCCCCCCC,O9,C=CC(=O)OCCCCCCCCC,,,PRIMARY_SECONDARY,3.0,ARCH_HEAD_3_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000115,CCCCCCCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCCCCCCC)[C@@H]1c2ccccc2C[C@@H]1N(CCC(=O)OCCCCCCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCCCCCCC,M1536,N[C@@H]1c2ccccc2C[C@@H]1N,O21,C=CC(=O)OCCCCCCCCCCCCCCCCCCCCC,O21,C=CC(=O)OCCCCCCCCCCCCCCCCCCCCC,O21,C=CC(=O)OCCCCCCCCCCCCCCCCCCCCC,O21,C=CC(=O)OCCCCCCCCCCCCCCCCCCCCC,PRIMARY_PRIMARY,4.0,ARCH_HEAD_4_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000116,CCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCC)c1cc(CCCC)ccc1N(CCC(=O)OCCCCC)CCC(=O)OCCCCC,M713,CCCCc1ccc(N)c(N)c1,O5,C=CC(=O)OCCCCC,O5,C=CC(=O)OCCCCC,O11,C=CC(=O)OCCCCCCCCCCC,O11,C=CC(=O)OCCCCCCCCCCC,PRIMARY_PRIMARY,4.0,ARCH_HEAD_4_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000117,CCCCCCCCCCCOC(=O)CCN1c2cc(N(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC)nn2C(C)CC1(C)C,M1899,CC1CC(C)(C)Nc2cc(N)nn21,O11,C=CC(=O)OCCCCCCCCCCC,O10,C=CC(=O)OCCCCCCCCCC,O10,C=CC(=O)OCCCCCCCCCC,,,PRIMARY_SECONDARY,3.0,ARCH_HEAD_3_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000118,CCCCCCCCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC)c1ccc(C)cc1[N+](=O)[O-],M239,Cc1ccc(NCCCN)c([N+](=O)[O-])c1,O14,C=CC(=O)OCCCCCCCCCCCCCC,O10,C=CC(=O)OCCCCCCCCCC,O10,C=CC(=O)OCCCCCCCCCC,,,PRIMARY_SECONDARY,3.0,ARCH_HEAD_3_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000119,CCCCCCCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCCCCCCC)CC(C)CCCCN(CCC(=O)OCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCC,M71,CC(CN)CCCCN,O21,C=CC(=O)OCCCCCCCCCCCCCCCCCCCCC,O21,C=CC(=O)OCCCCCCCCCCCCCCCCCCCCC,O16,C=CC(=O)OCCCCCCCCCCCCCCCC,O16,C=CC(=O)OCCCCCCCCCCCCCCCC,PRIMARY_PRIMARY,4.0,ARCH_HEAD_4_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000120,CCCCCCCCCCCCCCCCOC(=O)CCN(Cc1ccccc1N(CCC(=O)OCCCCCCCC)CCC(=O)OCCCCCCCC)[C@H]1CC[C@H](O)CC1,M1169,Nc1ccccc1CN[C@H]1CC[C@H](O)CC1,O8,C=CC(=O)OCCCCCCCC,O8,C=CC(=O)OCCCCCCCC,O16,C=CC(=O)OCCCCCCCCCCCCCCCC,,,PRIMARY_SECONDARY,3.0,ARCH_HEAD_3_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000121,CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)CC1CCC(C)CN1CCC(=O)OCCCCCCCC,M1074,CC1CCC(CN)NC1,O14,C=CC(=O)OCCCCCCCCCCCCCC,O14,C=CC(=O)OCCCCCCCCCCCCCC,O8,C=CC(=O)OCCCCCCCC,,,PRIMARY_SECONDARY,3.0,ARCH_HEAD_3_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000122,CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)c1ncc2c(c1C#N)CCN(CCC(=O)OCCCCCCC)C2,M1493,N#Cc1c(N)ncc2c1CCNC2,O12,C=CC(=O)OCCCCCCCCCCCC,O12,C=CC(=O)OCCCCCCCCCCCC,O7,C=CC(=O)OCCCCCCC,,,PRIMARY_SECONDARY,3.0,ARCH_HEAD_3_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000123,CCCCCCCCCCCCCCCCCCCCCCOC(=O)CCN(CCCC[C@@H](C(N)=O)N(CCC(=O)OCCCCCCCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCCCCCCCC,M1138,NCCCC[C@H](N)C(N)=O,O22,C=CC(=O)OCCCCCCCCCCCCCCCCCCCCCC,O22,C=CC(=O)OCCCCCCCCCCCCCCCCCCCCCC,O22,C=CC(=O)OCCCCCCCCCCCCCCCCCCCCCC,O22,C=CC(=O)OCCCCCCCCCCCCCCCCCCCCCC,PRIMARY_PRIMARY,4.0,ARCH_HEAD_4_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000124,CCCCCCCCCCCCCCCCCCCOC(=O)CCN(Cc1ccccc1N(CCC(=O)OCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCC)c1ccccc1,M247,Nc1ccccc1CNc1ccccc1,O16,C=CC(=O)OCCCCCCCCCCCCCCCC,O16,C=CC(=O)OCCCCCCCCCCCCCCCC,O19,C=CC(=O)OCCCCCCCCCCCCCCCCCCC,,,PRIMARY_SECONDARY,3.0,ARCH_HEAD_3_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000125,CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)NC(=O)c1cn[nH]c1CN(CCC(=O)OCCCCCCCCC)CCC(=O)OCCCCCCCCC,M1639,NCc1[nH]ncc1C(=O)NN,O9,C=CC(=O)OCCCCCCCCC,O9,C=CC(=O)OCCCCCCCCC,O12,C=CC(=O)OCCCCCCCCCCCC,O12,C=CC(=O)OCCCCCCCCCCCC,PRIMARY_PRIMARY,4.0,ARCH_HEAD_4_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000126,CCCCCCCCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCCCCCCCC)[C@H]1CCCC[C@H]1N(CCC(=O)OCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCC,M18,N[C@@H]1CCCC[C@@H]1N,O16,C=CC(=O)OCCCCCCCCCCCCCCCC,O16,C=CC(=O)OCCCCCCCCCCCCCCCC,O22,C=CC(=O)OCCCCCCCCCCCCCCCCCCCCCC,O22,C=CC(=O)OCCCCCCCCCCCCCCCCCCCCCC,PRIMARY_PRIMARY,4.0,ARCH_HEAD_4_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000127,CCCCCCCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCCCCCCC)c1nc(-c2ccccc2)cn1N(CCC(=O)OCCCCCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCCCCCC,M112,Nc1nc(-c2ccccc2)cn1N,O21,C=CC(=O)OCCCCCCCCCCCCCCCCCCCCC,O21,C=CC(=O)OCCCCCCCCCCCCCCCCCCCCC,O20,C=CC(=O)OCCCCCCCCCCCCCCCCCCCC,O20,C=CC(=O)OCCCCCCCCCCCCCCCCCCCC,PRIMARY_PRIMARY,4.0,ARCH_HEAD_4_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000128,CCCCCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCCCCC)Cc1ccnc(N(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC)n1,M2215,NCc1ccnc(N)n1,O19,C=CC(=O)OCCCCCCCCCCCCCCCCCCC,O19,C=CC(=O)OCCCCCCCCCCCCCCCCCCC,O12,C=CC(=O)OCCCCCCCCCCCC,O12,C=CC(=O)OCCCCCCCCCCCC,PRIMARY_PRIMARY,4.0,ARCH_HEAD_4_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000129,CCCCCCCCCCCCCCOC(=O)CCN(CCN(CCC(=O)OCCCCCCC)CCC(=O)OCCCCCCC)Cc1cc(Cl)sc1Cl,M2274,NCCNCc1cc(Cl)sc1Cl,O7,C=CC(=O)OCCCCCCC,O7,C=CC(=O)OCCCCCCC,O14,C=CC(=O)OCCCCCCCCCCCCCC,,,PRIMARY_SECONDARY,3.0,ARCH_HEAD_3_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000130,CCCCCCCCCCCCCCCCCCCCCCOC(=O)CCN(CCN(CCC(=O)OCCCCCC)CCC(=O)OCCCCCC)Cc1cccc(O)c1O,M2284,NCCNCc1cccc(O)c1O,O6,C=CC(=O)OCCCCCC,O6,C=CC(=O)OCCCCCC,O22,C=CC(=O)OCCCCCCCCCCCCCCCCCCCCCC,,,PRIMARY_SECONDARY,3.0,ARCH_HEAD_3_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000131,CCCCCCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCCCCCC)c1cnc2n1CCN(CCC(=O)OCCCCCCCCCCCCCC)C2,M1616,Nc1cnc2n1CCNC2,O19,C=CC(=O)OCCCCCCCCCCCCCCCCCCC,O19,C=CC(=O)OCCCCCCCCCCCCCCCCCCC,O14,C=CC(=O)OCCCCCCCCCCCCCC,,,PRIMARY_SECONDARY,3.0,ARCH_HEAD_3_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000132,CCCCCCCCCCCCCCOC(=O)CCN1CC[C@@H](N(CCC(=O)OCCCCCCCCC)CCC(=O)OCCCCCCCCC)C1,M794,N[C@@H]1CCNC1,O9,C=CC(=O)OCCCCCCCCC,O9,C=CC(=O)OCCCCCCCCC,O14,C=CC(=O)OCCCCCCCCCCCCCC,,,PRIMARY_SECONDARY,3.0,ARCH_HEAD_3_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000133,CCCCCCCCCCCCCOC(=O)CCN(C)c1cc(N2CCCC(CN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC)C2)ncn1,M1486,CNc1cc(N2CCCC(CN)C2)ncn1,O13,C=CC(=O)OCCCCCCCCCCCCC,O12,C=CC(=O)OCCCCCCCCCCCC,O12,C=CC(=O)OCCCCCCCCCCCC,,,PRIMARY_SECONDARY,3.0,ARCH_HEAD_3_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000134,CCCCCCCCCCCCCCCCCCCCCOC(=O)CCN(CCOC)CCN(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC,M2193,COCCNCCN,O21,C=CC(=O)OCCCCCCCCCCCCCCCCCCCCC,O10,C=CC(=O)OCCCCCCCCCC,O10,C=CC(=O)OCCCCCCCCCC,,,PRIMARY_SECONDARY,3.0,ARCH_HEAD_3_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000135,CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)c1ccccc1C(=O)NCCN(CCC(=O)OCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCC,M424,NCCNC(=O)c1ccccc1N,O13,C=CC(=O)OCCCCCCCCCCCCC,O13,C=CC(=O)OCCCCCCCCCCCCC,O14,C=CC(=O)OCCCCCCCCCCCCCC,O14,C=CC(=O)OCCCCCCCCCCCCCC,PRIMARY_PRIMARY,4.0,ARCH_HEAD_4_TAILS,AZA_MICHAEL_ADDITION
LNPhub_3V00000136,CCCCCCCCCCCCCCCCCCCCCOC(=O)CCN(c1cc(CN(CCC(=O)OCCCCCC)CCC(=O)OCCCCCC)ccn1)C1CC1,M1575,NCc1ccnc(NC2CC2)c1,O6,C=CC(=O)OCCCCCC,O6,C=CC(=O)OCCCCCC,O21,C=CC(=O)OCCCCCCCCCCCCCCCCCCCCC,,,PRIMARY_SECONDARY,3.0,ARCH_HEAD_3_TAILS,AZA_MICHAEL_ADDITION
