LIPID_ID,IL_SMILES,IL_head_id,IL_head_SMILES,Tail1_id,Tail1_SMILES,Tail2_id,Tail2_SMILES,ARCHITECTURE,REACTION_TYP
LNPhub_1V00000066,[C-]#[N+]CCN(C)CCNC(=O)C(NC(C)CCC)c1c(F)ccnc1OC,A103,CCCC(C)N,B113,COc1nccc(F)c1C=O,C10,[C-]#[N+]CCN(C)CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000067,CCCCCCCCCCCCCCCCCCNC(=O)C(Nc1ccc(OC)c(OCC(=O)OC)c1)C(=[N+]=[N-])C(=O)OCC,A508,COC(=O)COc1cc(N)ccc1OC,B136,CCOC(=O)C(C=O)=[N+]=[N-],C2,[C-]#[N+]CCCCCCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000068,CCCCCCCCCCNC(=O)C(CC[C@@H]1CCCCN1C(=O)OC(C)(C)C)NCc1nccc(OC)n1,A1008,COc1ccnc(CN)n1,B57,CC(C)(C)OC(=O)N1CCCC[C@H]1CCC=O,C6,[C-]#[N+]CCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000069,CCCCCCCCCCCCCCCCNC(=O)C(Nc1ccc(OC2CCOCC2)cn1)c1cc(OC(=O)CCCCCCC)cc(OC(=O)CCCCCCC)c1,A523,Nc1ccc(OC2CCOCC2)cn1,B19,CCCCCCCC(=O)Oc1cc(C=O)cc(OC(=O)CCCCCCC)c1,C3,[C-]#[N+]CCCCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000070,CCCCCCCCCCCCCCCCCCNC(=O)C(C#Cc1ccc(Cl)cc1)Nc1ccc(Oc2ccc(N)cc2)cc1,A150,Nc1ccc(Oc2ccc(N)cc2)cc1,B94,O=CC#Cc1ccc(Cl)cc1,C2,[C-]#[N+]CCCCCCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000071,CCCCCCCCCCNC(=O)C(CCC(=O)N(C)C)NCC[C@H]1CC[C@@H](C(F)(F)F)C1,A448,NCC[C@H]1CC[C@@H](C(F)(F)F)C1,B166,CN(C)C(=O)CCC=O,C6,[C-]#[N+]CCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000072,[C-]#[N+]CCN(C)CCNC(=O)C(Nc1ccc(Cc2ccc(F)cc2)cc1)c1cc(OC(=O)CCCCCCCCC)cc(OC(=O)CCCCCCCCC)c1,A505,Nc1ccc(Cc2ccc(F)cc2)cc1,B26,CCCCCCCCCC(=O)Oc1cc(C=O)cc(OC(=O)CCCCCCCCC)c1,C10,[C-]#[N+]CCN(C)CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000073,CCCCCCCCCCCCCCCCNC(=O)C(N[C@H](c1ccccc1)[C@H](N)c1ccccc1)c1cc(C(=O)OC)cc(N2CCCC2)c1,A89,N[C@H](c1ccccc1)[C@@H](N)c1ccccc1,B61,COC(=O)c1cc(C=O)cc(N2CCCC2)c1,C3,[C-]#[N+]CCCCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000074,CCCCCCCCCCCCNC(=O)C(NCCCN1CCCCC1)c1cc(C#N)c[nH]1,A31,NCCCN1CCCCC1,B158,N#Cc1c[nH]c(C=O)c1,C5,[C-]#[N+]CCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000075,CCCCCCCCCCCCCCNC(=O)C(Nc1cccc2cccc(N)c12)c1nnc2c(F)cccn12,A169,Nc1cccc2cccc(N)c12,B128,O=Cc1nnc2c(F)cccn12,C7,[C-]#[N+]CCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000076,C=CCc1ccccc1C(NCCC1CCCN1C)C(=O)NCCCCCCCCCCCCCCCCCC,A267,CN1CCCC1CCN,B187,C=CCc1ccccc1C=O,C2,[C-]#[N+]CCCCCCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000077,CCCCCCCCCCNC(=O)C(NN1CCOCC1)c1cc(Cl)c[nH]1,A10,NN1CCOCC1,B138,O=Cc1cc(Cl)c[nH]1,C6,[C-]#[N+]CCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000078,[C-]#[N+]CCN(CC[N+]#[C-])CCNC(=O)C(Nc1cccc(Cn2nc(C)c(Br)c2C)c1)c1ccc(C(=O)N(C)C)s1,A632,Cc1nn(Cc2cccc(N)c2)c(C)c1Br,B73,CN(C)C(=O)c1ccc(C=O)s1,C11,[C-]#[N+]CCN(CC[N+]#[C-])CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000079,CCCCCCCCCCCCCCNC(=O)C(NCCNCc1ccccc1)c1cc2ccoc2cc1O,A213,NCCNCc1ccccc1,B105,O=Cc1cc2ccoc2cc1O,C7,[C-]#[N+]CCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000080,[C-]#[N+]CCN(CC[N+]#[C-])CCNC(=O)C(NCc1nccc(OC)n1)C1(CCOC)CCC1,A1008,COc1ccnc(CN)n1,B182,COCCC1(C=O)CCC1,C11,[C-]#[N+]CCN(CC[N+]#[C-])CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000081,CCCCCCCCCCCCCCNC(=O)C(Nc1ccc(OCCCCCCCC)cc1)c1nnc[nH]1,A152,CCCCCCCCOc1ccc(N)cc1,B153,O=Cc1nnc[nH]1,C7,[C-]#[N+]CCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000082,[C-]#[N+]CCN(CC[N+]#[C-])CCNC(=O)C(NCCN(CCO)CCO)c1cnsn1,A266,NCCN(CCO)CCO,B157,O=Cc1cnsn1,C11,[C-]#[N+]CCN(CC[N+]#[C-])CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000083,[C-]#[N+]CCN(C)CCNC(=O)C(NC1CCc2ccccc21)c1cc2ccoc2cc1O,A157,NC1CCc2ccccc21,B105,O=Cc1cc2ccoc2cc1O,C10,[C-]#[N+]CCN(C)CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000084,CCCCCCCCC=CCCCCCCCC(NCc1cc2c(Br)cccc2s1)C(=O)NCCCCCCCCCCCC,A517,NCc1cc2c(Br)cccc2s1,B25,CCCCCCCCC=CCCCCCCCC=O,C5,[C-]#[N+]CCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000085,C#CCCCCCC(NCCCNCCNCCCN)C(=O)NCCCCCCCCCCCCCC,A43,NCCCNCCNCCCN,B160,C#CCCCCCC=O,C7,[C-]#[N+]CCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000086,CCCCCCCCCCCNC(=O)C(NC1COC2(C(F)(F)F)CC1C2)c1cc2ccoc2cc1O,A434,NC1COC2(C(F)(F)F)CC1C2,B105,O=Cc1cc2ccoc2cc1O,C1,[C-]#[N+]CCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000087,CCCCCCCCCCCCCCNC(=O)C(N[C@@H]1CCOc2c(Cl)cccc21)c1cc(CC)nn1CC,A406,N[C@@H]1CCOc2c(Cl)cccc21,B46,CCc1cc(C=O)n(CC)n1,C7,[C-]#[N+]CCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000088,CCCCCCCCCCCCCCCCCCNC(=O)C(NCC1CCC(CN)CC1)c1ccn(C)c(=O)c1,A189,NCC1CCC(CN)CC1,B172,Cn1ccc(C=O)cc1=O,C2,[C-]#[N+]CCCCCCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000089,CCCCCCCCCCCCCCCCCCNC(=O)C(NCC1CCCOCC1)c1cc(Cl)ccc1C(N)=O,A998,NCC1CCCOCC1,B139,NC(=O)c1ccc(Cl)cc1C=O,C2,[C-]#[N+]CCCCCCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000090,CCCCCCCCCCCCCCCCCCNC(=O)C(NC1CCc2ccc(C(F)(F)F)cc21)c1nc(C(C)(C)C)no1,A636,NC1CCc2ccc(C(F)(F)F)cc21,B201,CC(C)(C)c1noc(C=O)n1,C2,[C-]#[N+]CCCCCCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000091,CCCCCCCCC=CCCCCCCCCNC(=O)C(NC[C@@H]1C[C@@]1(C)C(F)(F)F)c1nnc2c(F)cccn12,A341,C[C@@]1(C(F)(F)F)C[C@H]1CN,B128,O=Cc1nnc2c(F)cccn12,C4,[C-]#[N+]CCCCCCCCC=CCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000092,[C-]#[N+]CCN(CC[N+]#[C-])CCNC(=O)C(NCN(CC)CCC)c1ccc(Cl)c(C(F)F)c1,A218,CCCN(CC)CN,B140,O=Cc1ccc(Cl)c(C(F)F)c1,C11,[C-]#[N+]CCN(CC[N+]#[C-])CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000093,CCCCCCCC/C=C\CCCCCCCCNC(=O)C(Nc1ccc(OC(F)F)cc1OC)C1CCCC(F)(F)C1,A422,COc1cc(OC(F)F)ccc1N,B190,O=CC1CCCC(F)(F)C1,C8,[C-]#[N+]CCCCCCCC/C=C\CCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000094,CCCCCCCCC=CCCCCCCCCNC(=O)C(C#Cc1ccc(C(F)(F)F)cc1)NCCc1ccccc1F,A210,NCCc1ccccc1F,B125,O=CC#Cc1ccc(C(F)(F)F)cc1,C4,[C-]#[N+]CCCCCCCCC=CCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000095,CN(C)CCCNC(=O)C(NCc1ccc(-c2ccc(F)cc2)o1)c1nscc1I,A615,NCc1ccc(-c2ccc(F)cc2)o1,B148,O=Cc1nscc1I,C9,[C-]#[N+]CCCN(C)C,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000096,[C-]#[N+]CCN(CC[N+]#[C-])CCNC(=O)C(NC(=O)CNC1Cc2ccccc2C1)c1cc(OC(=O)CCC(C)CCCCC)cc(OC(=O)CCC(C)CCCCC)c1,A822,NC(=O)CNC1Cc2ccccc2C1,B13,CCCCCC(C)CCC(=O)Oc1cc(C=O)cc(OC(=O)CCC(C)CCCCC)c1,C11,[C-]#[N+]CCN(CC[N+]#[C-])CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000097,[C-]#[N+]CCN(CC[N+]#[C-])CCNC(=O)C(NC[C@@H]1CCCN1CC)c1cc2ccsc2s1,A111,CCN1CCC[C@H]1CN,B142,O=Cc1cc2ccsc2s1,C11,[C-]#[N+]CCN(CC[N+]#[C-])CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000098,CCCCCCCCCCCCCCCCNC(=O)C(NCC[C@@H]1OCCC[C@H]1C)[C@H]1C[C@H]1C(C)(C)C,A693,C[C@@H]1CCCO[C@H]1CCN,B64,CC(C)(C)[C@@H]1C[C@H]1C=O,C3,[C-]#[N+]CCCCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000099,CCCCCCCCCCCCCCCCCCNC(=O)C(NCCCN)c1c(C(N)=O)cn2c1CCCC2,A77,NCCCN,B99,NC(=O)c1cn2c(c1C=O)CCCC2,C2,[C-]#[N+]CCCCCCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000100,CN(C)CCCNC(=O)C(NC(=O)[C@@H](N)CCCNC(=O)OC(C)(C)C)c1ccn(C)c(=O)c1,A372,CC(C)(C)OC(=O)NCCC[C@H](N)C(N)=O,B172,Cn1ccc(C=O)cc1=O,C9,[C-]#[N+]CCCN(C)C,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000101,[C-]#[N+]CCN(C)CCNC(=O)C(C#Cc1ccc(Br)cc1)Nc1nc(N)nc(N)n1,A178,Nc1nc(N)nc(N)n1,B116,O=CC#Cc1ccc(Br)cc1,C10,[C-]#[N+]CCN(C)CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000102,CCCCCCCC/C=C\CCCCCCCCNC(=O)C(Nc1ccc(C)c(OCC(=O)OC)c1)c1cc(OC(=O)CCCCCCCCC)cc(OC(=O)CCCCCCCCC)c1,A474,COC(=O)COc1cc(N)ccc1C,B26,CCCCCCCCCC(=O)Oc1cc(C=O)cc(OC(=O)CCCCCCCCC)c1,C8,[C-]#[N+]CCCCCCCC/C=C\CCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000103,[C-]#[N+]CCN(C)CCNC(=O)C(NCc1ccccc1OCC)c1scnc1C(F)(F)F,A197,CCOc1ccccc1CN,B146,O=Cc1scnc1C(F)(F)F,C10,[C-]#[N+]CCN(C)CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000104,CCCCCCCCCCCCCCCCNC(=O)C(N[C@H](Cc1cc(F)c(F)c(F)c1F)C(=O)OC)c1ccc(Cl)cc1C(N)=O,A645,COC(=O)[C@@H](N)Cc1cc(F)c(F)c(F)c1F,B55,NC(=O)c1cc(Cl)ccc1C=O,C3,[C-]#[N+]CCCCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000105,CCCCCCCCCCNC(=O)C(Nc1ccc(C(F)(F)F)c(C(F)(F)F)c1)c1cc(OC(=O)CCCCCC)cc(OC(=O)CCCCCC)c1,A400,Nc1ccc(C(F)(F)F)c(C(F)(F)F)c1,B17,CCCCCCC(=O)Oc1cc(C=O)cc(OC(=O)CCCCCC)c1,C6,[C-]#[N+]CCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000106,[C-]#[N+]CCN(C)CCNC(=O)C(NCc1ccc(-c2csc(C)n2)s1)c1c[nH]c2cc(NC(=O)OC(C)(C)C)ccc12,A424,Cc1nc(-c2ccc(CN)s2)cs1,B118,CC(C)(C)OC(=O)Nc1ccc2c(C=O)c[nH]c2c1,C10,[C-]#[N+]CCN(C)CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000107,COC(=O)[C@@H]1CC[C@@H](C(Nc2c(N)c3ccccc3c3ccccc23)C(=O)NCCCN(C)C)O1,A119,Nc1c(N)c2ccccc2c2ccccc12,B141,COC(=O)[C@@H]1CC[C@H](C=O)O1,C9,[C-]#[N+]CCCN(C)C,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000108,CCCCCCCCCCCCCCNC(=O)C(NC1(c2ccc(Br)cn2)CCC1)C1CN(C(=O)OC(C)(C)C)CCN1C(=O)OCc1ccccc1,A557,NC1(c2ccc(Br)cn2)CCC1,B98,CC(C)(C)OC(=O)N1CCN(C(=O)OCc2ccccc2)C(C=O)C1,C7,[C-]#[N+]CCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000109,CCCCCCCCC=CCCCCCCCCNC(=O)C(Nc1ccc(OC)c(F)c1)c1cc2ccoc2cc1O,A148,COc1ccc(N)cc1F,B105,O=Cc1cc2ccoc2cc1O,C4,[C-]#[N+]CCCCCCCCC=CCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000110,CCCCCCCCC=CCCCCCCCCNC(=O)C(NCCC1CCCCN1CC(C)C)c1cc(OC(=O)C(C)CCCCC)cc(OC(=O)C(C)CCCCC)c1,A59,CC(C)CN1CCCCC1CCN,B12,CCCCCC(C)C(=O)Oc1cc(C=O)cc(OC(=O)C(C)CCCCC)c1,C4,[C-]#[N+]CCCCCCCCC=CCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000111,CCCCCCCCC=CCCCCCCCCNC(=O)C(Nc1cccc(Cn2nc(C)c(Br)c2C)c1)c1cnc2[nH]ccc2c1Cl,A632,Cc1nn(Cc2cccc(N)c2)c(C)c1Br,B134,O=Cc1cnc2[nH]ccc2c1Cl,C4,[C-]#[N+]CCCCCCCCC=CCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000112,[C-]#[N+]CCN(CC[N+]#[C-])CCNC(=O)C(NCc1ccc(C(=O)OC(C)(C)C)nc1)c1c(C)noc1C(=O)NC,A566,CC(C)(C)OC(=O)c1ccc(CN)cn1,B47,CNC(=O)c1onc(C)c1C=O,C11,[C-]#[N+]CCN(CC[N+]#[C-])CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000113,COc1cc(C(=O)NCCCNC(C(=O)NCCCN(C)C)c2ccc(C(=O)N(C)C)s2)ccc1N1CCC(=O)NC1=O,A563,COc1cc(C(=O)NCCCN)ccc1N1CCC(=O)NC1=O,B73,CN(C)C(=O)c1ccc(C=O)s1,C9,[C-]#[N+]CCCN(C)C,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000114,CCCCCCCCCCCCCCCCNC(=O)C(CCCC(=O)OCC(CCCCCC)CCCCCCCC)Nc1cccn(C(F)F)c1=O,A479,Nc1cccn(C(F)F)c1=O,B36,CCCCCCCCC(CCCCCC)COC(=O)CCCC=O,C3,[C-]#[N+]CCCCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000115,CCCCCCCCCCCCNC(=O)C(Nc1nc(F)c(C(=O)OCC)[nH]1)c1c(OC(=O)C(C)CCCCC)cc(OC(=O)C(C)CCCCC)cc1OC(=O)C(C)CCCCC,A449,CCOC(=O)c1[nH]c(N)nc1F,B11,CCCCCC(C)C(=O)Oc1cc(OC(=O)C(C)CCCCC)c(C=O)c(OC(=O)C(C)CCCCC)c1,C5,[C-]#[N+]CCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000116,C=C(C)c1cc(N)cc(CNC(C(=O)NCCCCCCCCCCCCCCCCCC)C2CCC3(CC2)CN(C(=O)OC(C)(C)C)C3)c1,A346,C=C(C)c1cc(N)cc(C#N)c1,B131,CC(C)(C)OC(=O)N1CC2(CCC(C=O)CC2)C1,C2,[C-]#[N+]CCCCCCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000117,CCCCCCCCCCCCCCCCNC(=O)C(NCCCCCC)C(C)(C)C1CC1,A225,CCCCCCN,B155,CC(C)(C=O)C1CC1,C3,[C-]#[N+]CCCCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000118,CCCCCCCCCCCCCCCC(NCCN1CCCN(C)CC1)C(=O)NCCCCCCCCCC,A313,CN1CCCN(CCN)CC1,B33,CCCCCCCCCCCCCCCC=O,C6,[C-]#[N+]CCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000119,CCCCCCCC=CC(=O)OCCCCCC(NCc1c[nH]c2c(Cl)cccc12)C(=O)NCCCCCCCCCCCC,A595,NCc1c[nH]c2c(Cl)cccc12,B18,CCCCCCCC=CC(=O)OCCCCCC=O,C5,[C-]#[N+]CCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000120,CCCCCCCCCCCCNC(=O)C(NCCOCC)c1ccc(CN2CCCCC2)cc1,A244,CCOCCN,B72,O=Cc1ccc(CN2CCCCC2)cc1,C5,[C-]#[N+]CCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000121,CCCCCCCCCCNC(=O)C(Nc1ccc(O)cc1C(=O)OC(C)(C)C)c1cc(OC(=O)CCC(CC)CCCC)cc(OC(=O)CCC(CC)CCCC)c1,A469,CC(C)(C)OC(=O)c1cc(O)ccc1N,B10,CCCCC(CC)CCC(=O)Oc1cc(C=O)cc(OC(=O)CCC(CC)CCCC)c1,C6,[C-]#[N+]CCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000122,CCCCCCCCCCCNC(=O)C(CC[C@@H]1CCCCN1C(=O)OC(C)(C)C)NCCCN1CCOCC1,A16,NCCCN1CCOCC1,B57,CC(C)(C)OC(=O)N1CCCC[C@H]1CCC=O,C1,[C-]#[N+]CCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000123,COC(=O)CNC(=O)CCCNC(C(=O)NCCCN(C)C)c1cnc(F)c(OC)c1,A521,COC(=O)CNC(=O)CCCN,B81,COc1cc(C=O)cnc1F,C9,[C-]#[N+]CCCN(C)C,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000124,CCCCCCCCCCCCCCCCNC(=O)C(NC(CO)(CO)CO)c1cc(I)cc(I)c1,A108,NC(CO)(CO)CO,B86,O=Cc1cc(I)cc(I)c1,C3,[C-]#[N+]CCCCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000125,CCCCCCCCCCCNC(=O)C(NC1CC(O)C12CCCC2)c1cc(OC(=O)CCCCCCC)cc(OC(=O)CCCCCCC)c1,A560,NC1CC(O)C12CCCC2,B19,CCCCCCCC(=O)Oc1cc(C=O)cc(OC(=O)CCCCCCC)c1,C1,[C-]#[N+]CCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000126,CCCCCCCCC=CCCCCCCCCNC(=O)C(CCCCCOC(=O)CCCCCCCC=CCCCCCCCC)Nc1c(C)cc(-c2cc(C)c(N)c(C)c2)cc1C,A116,Cc1cc(-c2cc(C)c(N)c(C)c2)cc(C)c1N,B24,CCCCCCCCC=CCCCCCCCC(=O)OCCCCCC=O,C4,[C-]#[N+]CCCCCCCCC=CCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000127,CCCCCCCC/C=C\CCCCCCCCNC(=O)C(NCCN(CCN)CCCCCCCCCCCC)c1ccc(C(=O)N(C)C)cc1F,A217,CCCCCCCCCCCCN(CCN)CCN,B58,CN(C)C(=O)c1ccc(C=O)c(F)c1,C8,[C-]#[N+]CCCCCCCC/C=C\CCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000128,CCCCCCCCCCNC(=O)C(NC1(C(C)O)CCN(C(=O)OC(C)(C)C)CC1)c1cc(C2CCC2)[nH]n1,A526,CC(O)C1(N)CCN(C(=O)OC(C)(C)C)CC1,B194,O=Cc1cc(C2CCC2)[nH]n1,C6,[C-]#[N+]CCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000129,CCCCCCCCC=CCCCCCCCCNC(=O)C(Nc1ccccc1C(C)C)C(C)(C)C1CC1,A171,CC(C)c1ccccc1N,B155,CC(C)(C=O)C1CC1,C4,[C-]#[N+]CCCCCCCCC=CCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000130,CCCCCCCCCCCCCCCCCCNC(=O)C(N[C@@H]1CCOc2c(Cl)cccc21)c1cc2ccoc2cc1O,A406,N[C@@H]1CCOc2c(Cl)cccc21,B105,O=Cc1cc2ccoc2cc1O,C2,[C-]#[N+]CCCCCCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000131,CCOC(=O)C(=[N+]=[N-])C(NCCNCCO)C(=O)NCCCN(C)C,A262,NCCNCCO,B136,CCOC(=O)C(C=O)=[N+]=[N-],C9,[C-]#[N+]CCCN(C)C,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000132,CCCCCCCCCCCCCCCCCCNC(=O)C(NCc1ccccc1F)c1cc(Cl)c(Br)cc1Cl,A194,NCc1ccccc1F,B87,O=Cc1cc(Cl)c(Br)cc1Cl,C2,[C-]#[N+]CCCCCCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000133,CCCCCCCCCCCCNC(=O)C(NCCOCCOCCN)c1cccc2c1COC2,A247,NCCOCCOCCN,B191,O=Cc1cccc2c1COC2,C5,[C-]#[N+]CCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000134,CCCCCCCCCCCCCCNC(=O)C(NCCN(CCN)CCN)c1cc(Cl)c(C(F)F)cc1F,A17,NCCN(CCN)CCN,B49,O=Cc1cc(Cl)c(C(F)F)cc1F,C7,[C-]#[N+]CCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000135,[C-]#[N+]CCN(CC[N+]#[C-])CCNC(=O)C(Nc1cccc(-c2cccc(Cl)c2F)n1)c1ncc(C(=O)OC)cc1F,A431,Nc1cccc(-c2cccc(Cl)c2F)n1,B59,COC(=O)c1cnc(C=O)c(F)c1,C11,[C-]#[N+]CCN(CC[N+]#[C-])CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000136,CCCCCCCC/C=C\CCCCCCCCNC(=O)C(NC(CO)c1cn[nH]c1)c1ccnc(Cl)c1C(=O)OC(C)(C)C,A666,NC(CO)c1cn[nH]c1,B74,CC(C)(C)OC(=O)c1c(C=O)ccnc1Cl,C8,[C-]#[N+]CCCCCCCC/C=C\CCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000137,CCCCCCCCCCCNC(=O)C(CCCCCOC(=O)CCCCCCCCCC)NCCCCCCCCCC,A283,CCCCCCCCCCN,B29,CCCCCCCCCCC(=O)OCCCCCC=O,C1,[C-]#[N+]CCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000138,[C-]#[N+]CCN(CC[N+]#[C-])CCNC(=O)C(NCc1ccc(C(=O)OC(C)(C)C)nc1)c1ccccc1COC,A566,CC(C)(C)OC(=O)c1ccc(CN)cn1,B193,COCc1ccccc1C=O,C11,[C-]#[N+]CCN(CC[N+]#[C-])CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000139,[C-]#[N+]CCN(CC[N+]#[C-])CCNC(=O)C(Nc1ccc(CCCCC)cc1)c1ccc(CN2CCN(C(=O)OC(C)(C)C)CC2)cc1,A378,CCCCCc1ccc(N)cc1,B133,CC(C)(C)OC(=O)N1CCN(Cc2ccc(C=O)cc2)CC1,C11,[C-]#[N+]CCN(CC[N+]#[C-])CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000140,CCCCC(C)CCC(=O)Oc1cc(OC(=O)CCC(C)CCCC)cc(C(NC2(CCCO)CCCC2)C(=O)NCCCN(C)C)c1,A442,NC1(CCCO)CCCC1,B6,CCCCC(C)CCC(=O)Oc1cc(C=O)cc(OC(=O)CCC(C)CCCC)c1,C9,[C-]#[N+]CCCN(C)C,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000141,C#CCCCCCCCCC(=O)OCCCCCC(NCCN1CCCN(C)CC1)C(=O)NCCCCCCCCCCCCCCCC,A313,CN1CCCN(CCN)CC1,B1,C#CCCCCCCCCC(=O)OCCCCCC=O,C3,[C-]#[N+]CCCCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
