LIPID_ID,IL_SMILES,IL_head_id,IL_head_SMILES,Tail1_id,Tail1_SMILES,Tail2_id,Tail2_SMILES,ARCHITECTURE,REACTION_TYP
LNPhub_1V00000217,CCCCCCCCC=CCCCCCCCCNC(=O)C(NC1CCCn2cnnc21)c1ccc2c(c1)CCC2(F)F,A1005,NC1CCCn2cnnc21,B45,O=Cc1ccc2c(c1)CCC2(F)F,C4,[C-]#[N+]CCCCCCCCC=CCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000218,CCCCCCCCCCCNC(=O)C(Nc1ccc(NC(=O)NCC)cc1)c1c(F)ccc(C(=O)OC(C)(C)C)c1F,A540,CCNC(=O)Nc1ccc(N)cc1,B44,CC(C)(C)OC(=O)c1ccc(F)c(C=O)c1F,C1,[C-]#[N+]CCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000219,CCCCCCCCCCCCCCCCCCNC(=O)C(NCc1nnn(C)c1C(=O)OCC)c1cc(Cl)c(Br)cc1Cl,A571,CCOC(=O)c1c(CN)nnn1C,B87,O=Cc1cc(Cl)c(Br)cc1Cl,C2,[C-]#[N+]CCCCCCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000220,[C-]#[N+]CCN(CC[N+]#[C-])CCNC(=O)C(Nc1ccc(Cl)cc1O[Si](C)(C)C(C)(C)C)C(C)C1CCCC1,A500,CC(C)(C)[Si](C)(C)Oc1cc(Cl)ccc1N,B163,CC(C=O)C1CCCC1,C11,[C-]#[N+]CCN(CC[N+]#[C-])CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000221,[C-]#[N+]CCN(CC[N+]#[C-])CCNC(=O)C(CCCCCOC(=O)CCCCCCCC)NC(=O)Cc1ccc(N)cc1F,A600,NC(=O)Cc1ccc(N)cc1F,B21,CCCCCCCCC(=O)OCCCCCC=O,C11,[C-]#[N+]CCN(CC[N+]#[C-])CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000222,CCCCCCCCC=CCCCCCCCC(Nc1cc(CCOC)on1)C(=O)NCCCN(C)C,A1015,COCCc1cc(N)no1,B25,CCCCCCCCC=CCCCCCCCC=O,C9,[C-]#[N+]CCCN(C)C,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000223,[C-]#[N+]CCN(CC[N+]#[C-])CCNC(=O)C(NC(=O)c1cnc(N)c(C)c1)c1cnn(CCO)c1,A582,Cc1cc(C(N)=O)cnc1N,B176,O=Cc1cnn(CCO)c1,C11,[C-]#[N+]CCN(CC[N+]#[C-])CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000224,CCCCCCCCC=CCCCCCCCCNC(=O)C(NCCN1CCN(C(=O)OC(C)(C)C)C(C)(C)C1)c1ccn(C)c(=O)c1,A697,CC(C)(C)OC(=O)N1CCN(CCN)CC1(C)C,B172,Cn1ccc(C=O)cc1=O,C4,[C-]#[N+]CCCCCCCCC=CCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000225,CCCCCCCCCCCCCCCCCCNC(=O)C(NCCOCCOCCN)c1cc(OC(=O)CCCCCC)cc(OC(=O)CCCCCC)c1,A247,NCCOCCOCCN,B17,CCCCCCC(=O)Oc1cc(C=O)cc(OC(=O)CCCCCC)c1,C2,[C-]#[N+]CCCCCCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000226,CCCCCCCCCC(=O)Oc1cc(OC(=O)CCCCCCCCC)cc(C(NC(=O)c2cnc(Cl)c(F)c2N)C(=O)NCCCN(C)C)c1,A654,NC(=O)c1cnc(Cl)c(F)c1N,B26,CCCCCCCCCC(=O)Oc1cc(C=O)cc(OC(=O)CCCCCCCCC)c1,C9,[C-]#[N+]CCCN(C)C,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000227,[C-]#[N+]CCN(CC[N+]#[C-])CCNC(=O)C(NC[C@H](OC(C)(C)C)C(=O)OC)c1cncc2[nH]ccc12,A347,COC(=O)[C@H](CN)OC(C)(C)C,B37,O=Cc1cncc2[nH]ccc12,C11,[C-]#[N+]CCN(CC[N+]#[C-])CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000228,C=CCCCCCCCCC(=O)OCCCCCC(NCCOCCOCCN)C(=O)NCCCCCCCCCCC,A247,NCCOCCOCCN,B2,C=CCCCCCCCCC(=O)OCCCCCC=O,C1,[C-]#[N+]CCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000229,CCCCCCCCCCCCNC(=O)C(NCc1ccccc1F)c1n[nH]c2c(Br)cc(Cl)cc12,A194,NCc1ccccc1F,B137,O=Cc1n[nH]c2c(Br)cc(Cl)cc12,C5,[C-]#[N+]CCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000230,CN(C)CCCNC(=O)C(NCCc1ccccc1F)[C@H]1C[C@H]1C(C)(C)C,A210,NCCc1ccccc1F,B64,CC(C)(C)[C@@H]1C[C@H]1C=O,C9,[C-]#[N+]CCCN(C)C,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000231,[C-]#[N+]CCN(CC[N+]#[C-])CCNC(=O)C(N[C@]12CC[C@](F)(C1)N(C(=O)OC(C)(C)C)C2)c1nc(Br)ccc1Cl,A598,CC(C)(C)OC(=O)N1C[C@@]2(N)CC[C@]1(F)C2,B102,O=Cc1nc(Br)ccc1Cl,C11,[C-]#[N+]CCN(CC[N+]#[C-])CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000232,[C-]#[N+]CCN(C)CCNC(=O)C(CC1(O[Si](C)(C)C(C)(C)C)CCCCCC1)NC(CO)CO,A265,NC(CO)CO,B82,CC(C)(C)[Si](C)(C)OC1(CC=O)CCCCCC1,C10,[C-]#[N+]CCN(C)CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000233,CCCCCCCCCCCCCCCCCCNC(=O)C(CCCCCOC(=O)CCCCCCCCCCC)NCc1cc(C)c(OC)c(OC)c1,A187,COc1cc(CN)cc(C)c1OC,B30,CCCCCCCCCCCC(=O)OCCCCCC=O,C2,[C-]#[N+]CCCCCCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000234,CCCCCCCCCCNC(=O)C(N[C@H]1C[C@@H](OC2CC2)C1)c1cc(OC(=O)CCCCCCCC)cc(OC(=O)CCCCCCCC)c1,A661,N[C@H]1C[C@@H](OC2CC2)C1,B20,CCCCCCCCC(=O)Oc1cc(C=O)cc(OC(=O)CCCCCCCC)c1,C6,[C-]#[N+]CCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000235,CCCCCCCCCCNC(=O)C(NCCc1ccc(OC)cc1)C12CCC(CC1)C2,A209,COc1ccc(CCN)cc1,B159,O=CC12CCC(CC1)C2,C6,[C-]#[N+]CCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000236,CCCCCCCCCCCCCCCCCCNC(=O)C(CCCCCOC(=O)CCCCCCCCCCCCCCCCC)NCC1CCC(CN)CC1,A189,NCC1CCC(CN)CC1,B34,CCCCCCCCCCCCCCCCCC(=O)OCCCCCC=O,C2,[C-]#[N+]CCCCCCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000237,CN(C)CCCNC(=O)C(N[C@@H]1CCCC[C@@H]1c1ccccc1)c1cc(C(=O)N(C)C)nn1C,A471,N[C@@H]1CCCC[C@@H]1c1ccccc1,B129,CN(C)C(=O)c1cc(C=O)n(C)n1,C9,[C-]#[N+]CCCN(C)C,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000238,[C-]#[N+]CCN(CC[N+]#[C-])CCNC(=O)C(CCCCCOC(=O)CCCCCCCCCCC)Nc1ccccc1OCC,A176,CCOc1ccccc1N,B30,CCCCCCCCCCCC(=O)OCCCCCC=O,C11,[C-]#[N+]CCN(CC[N+]#[C-])CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000239,CCCCCCCCNC(C(=O)NCCCN(C)C)C(=CN(C)C)SCc1ccccc1,A282,CCCCCCCCN,B67,CN(C)/C=C(/C=O)SCc1ccccc1,C9,[C-]#[N+]CCCN(C)C,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000240,[C-]#[N+]CCN(C)CCNC(=O)C(NCc1cc2cccc(Br)c2nc1N)c1cc2n(n1)CCCO2,A454,N#Cc1cc2cccc(Br)c2nc1N,B198,O=Cc1cc2n(n1)CCCO2,C10,[C-]#[N+]CCN(C)CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000241,CCCCCCCCCCCCCCCCNC(=O)C(CCCCCOC(=O)CCCCCCCCCCCCCCC)N[C@H]1[C@H](C(F)F)C12CCOCC2,A587,N[C@H]1[C@H](C(F)F)C12CCOCC2,B32,CCCCCCCCCCCCCCCC(=O)OCCCCCC=O,C3,[C-]#[N+]CCCCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000242,CCCCCCCCCCCCNC(=O)C(NCCCCCO)c1ccn(CCC(=O)N(C)C)n1,A71,NCCCCCO,B60,CN(C)C(=O)CCn1ccc(C=O)n1,C5,[C-]#[N+]CCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000243,[C-]#[N+]CCN(C)CCNC(=O)C(NCC1(c2ccnn2CC)CCCO1)c1c(C)noc1C(=O)NC,A375,CCn1nccc1C1(CN)CCCO1,B47,CNC(=O)c1onc(C)c1C=O,C10,[C-]#[N+]CCN(C)CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000244,[C-]#[N+]CCN(C)CCNC(=O)C(NCCCNCCNCCCCN)c1nc(C)ccc1OC,A324,NCCCCNCCNCCCN,B195,COc1ccc(C)nc1C=O,C10,[C-]#[N+]CCN(C)CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000245,COC(=O)C1(C(N[C@H](c2ccc(I)cc2)C(F)F)C(=O)NCCCN(C)C)CCC1,A657,N[C@H](c1ccc(I)cc1)C(F)F,B181,COC(=O)C1(C=O)CCC1,C9,[C-]#[N+]CCCN(C)C,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000246,CCCCCCCCC=CCCCCCCCCNC(=O)C(CCCCCOC(=O)CCCCCCCCCCCCCCCCC)NCc1c(Br)ncn1CC,A457,CCn1cnc(Br)c1CN,B34,CCCCCCCCCCCCCCCCCC(=O)OCCCCCC=O,C4,[C-]#[N+]CCCCCCCCC=CCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000247,CCCCCCCCCCCCNC(=O)C(N[C@H](c1ccc(C(=O)OC)cc1)C(F)F)c1cc(Cl)c(C(F)F)cc1F,A671,COC(=O)c1ccc([C@H](N)C(F)F)cc1,B49,O=Cc1cc(Cl)c(C(F)F)cc1F,C5,[C-]#[N+]CCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000248,[C-]#[N+]CCN(CC[N+]#[C-])CCNC(=O)C(NCCCNCCCN)c1cc2cc(Br)cnc2[nH]1,A44,NCCCNCCCN,B63,O=Cc1cc2cc(Br)cnc2[nH]1,C11,[C-]#[N+]CCN(CC[N+]#[C-])CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000249,CCCCCCCCCCCCNC(=O)C(NCc1ncnn1C(C)C)c1c(Br)cc(F)c(C)c1F,A1013,CC(C)n1ncnc1CN,B108,Cc1c(F)cc(Br)c(C=O)c1F,C5,[C-]#[N+]CCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000250,CCCCCCCCCCCCNC(=O)C(Nc1ncn(-c2ccc(Cl)cc2)n1)c1ccc2cccc(OC(C)=O)c2n1,A512,Nc1ncn(-c2ccc(Cl)cc2)n1,B144,CC(=O)Oc1cccc2ccc(C=O)nc12,C5,[C-]#[N+]CCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000251,CCCCCCCCC=CCCCCCCCCNC(=O)C(NC(=O)CNC1Cc2ccccc2C1)c1nnc[nH]1,A822,NC(=O)CNC1Cc2ccccc2C1,B153,O=Cc1nnc[nH]1,C4,[C-]#[N+]CCCCCCCCC=CCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000252,[C-]#[N+]CCN(C)CCNC(=O)C(NCc1ccccc1N)C1CCC(C2CC2)CC1,A195,NCc1ccccc1N,B85,O=CC1CCC(C2CC2)CC1,C10,[C-]#[N+]CCN(C)CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000253,CCCCCCCCCCCCCCCCCCNC(=O)C(C#Cc1ccc(Cl)cc1)NCC1(C)CCOC1,A534,CC1(CN)CCOC1,B94,O=CC#Cc1ccc(Cl)cc1,C2,[C-]#[N+]CCCCCCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000254,CCCC=C(CC)C(Nc1sc(C(=O)OC)c(C)c1C(=O)OCC)C(=O)NCCCCCCCCCCCCCC,A461,CCOC(=O)c1c(N)sc(C(=O)OC)c1C,B100,CCCC=C(C=O)CC,C7,[C-]#[N+]CCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000255,[C-]#[N+]CCN(C)CCNC(=O)C(CCCCCOC(=O)CCCCCCCC=CCC=CCCCCC)Nc1c(C)cccc1N,A161,Cc1cccc(N)c1N,B15,CCCCCC=CCC=CCCCCCCCC(=O)OCCCCCC=O,C10,[C-]#[N+]CCN(C)CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000256,CCCCCCCC=CC(=O)OCCCCCC(N[C@@H]1[C@@H]2CCCCCC[C@@H]21)C(=O)NCCCN(C)C,A501,N[C@H]1[C@H]2CCCCCC[C@@H]12,B18,CCCCCCCC=CC(=O)OCCCCCC=O,C9,[C-]#[N+]CCCN(C)C,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000257,CCCCCCCCCCCCCCNC(=O)C(NCCCNC(=O)c1ccc(N2CCC(=O)NC2=O)c(OC)c1)C(C)(C)C1CC1,A563,COc1cc(C(=O)NCCCN)ccc1N1CCC(=O)NC1=O,B155,CC(C)(C=O)C1CC1,C7,[C-]#[N+]CCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000258,CCCCCCCCCCCNC(=O)C(NC1CC2(C1)OCCO2)c1c(OC(=O)CCC(CC)CCCC)cc(OC(=O)CCC(CC)CCCC)cc1OC(=O)CCC(CC)CCCC,A510,NC1CC2(C1)OCCO2,B9,CCCCC(CC)CCC(=O)Oc1cc(OC(=O)CCC(CC)CCCC)c(C=O)c(OC(=O)CCC(CC)CCCC)c1,C1,[C-]#[N+]CCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000259,[C-]#[N+]CCN(CC[N+]#[C-])CCNC(=O)C(NCCc1ccc(OC)cc1)c1cc(C(=O)NC)n(C)n1,A209,COc1ccc(CCN)cc1,B75,CNC(=O)c1cc(C=O)nn1C,C11,[C-]#[N+]CCN(CC[N+]#[C-])CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000260,CCCCCCCCCCCCCCNC(=O)C(CCCCCCCCC)N[C@H]1CC(F)(F)CC[C@@H]1C(=O)OC,A373,COC(=O)[C@H]1CCC(F)(F)C[C@H]1N,B28,CCCCCCCCCC=O,C7,[C-]#[N+]CCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000261,CCCCCCCC/C=C\CCCCCCCCNC(=O)C(NC[C@@H]1CCCN1CC)C(C)(C)C1CC1,A111,CCN1CCC[C@H]1CN,B155,CC(C)(C=O)C1CC1,C8,[C-]#[N+]CCCCCCCC/C=C\CCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000262,[C-]#[N+]CCN(C)CCNC(=O)C(CCCCCCCCCCCCCCC)NC(C)C(C)C,A100,CC(C)C(C)N,B33,CCCCCCCCCCCCCCCC=O,C10,[C-]#[N+]CCN(C)CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000263,CCCCCCCCCCNC(=O)C(NC[C@H]1CC[C@](C)(O)CC1)C(C)(C)C1CC1,A711,C[C@]1(O)CC[C@H](CN)CC1,B155,CC(C)(C=O)C1CC1,C6,[C-]#[N+]CCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000264,CCCCCCCCCCCCCCCCNC(=O)C(Nc1cccc(NC(=O)OC(C)(C)C)c1F)C(C)C1CCCC1,A356,CC(C)(C)OC(=O)Nc1cccc(N)c1F,B163,CC(C=O)C1CCCC1,C3,[C-]#[N+]CCCCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000265,[C-]#[N+]CCN(CC[N+]#[C-])CCNC(=O)C(CCCCCCCC(=O)OC(C)(C)C)NC(C)c1ccc(C)cc1,A101,Cc1ccc(C(C)N)cc1,B88,CC(C)(C)OC(=O)CCCCCCCC=O,C11,[C-]#[N+]CCN(CC[N+]#[C-])CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000266,CCCCCCCC/C=C\CCCCCCCCNC(=O)C(NCCNCc1ccccc1)c1cc(C(C)C)n[nH]1,A213,NCCNCc1ccccc1,B174,CC(C)c1cc(C=O)[nH]n1,C8,[C-]#[N+]CCCCCCCC/C=C\CCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000267,CCCCCCCCCCCCCCNC(=O)C(NCCN1CCS(=O)(=O)CC1)c1ncc(F)cc1F,A310,NCCN1CCS(=O)(=O)CC1,B183,O=Cc1ncc(F)cc1F,C7,[C-]#[N+]CCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000268,[C-]#[N+]CCN(CC[N+]#[C-])CCNC(=O)C(NCc1scnc1-c1ccccc1)[C@H]1C[C@H]1C(C)(C)C,A476,NCc1scnc1-c1ccccc1,B64,CC(C)(C)[C@@H]1C[C@H]1C=O,C11,[C-]#[N+]CCN(CC[N+]#[C-])CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000269,CCCCCCCCCCCCNC(=O)C(NC1Cc2ccc(Cl)nc2C1)C1(CC#N)CC1,A642,NC1Cc2ccc(Cl)nc2C1,B154,N#CCC1(C=O)CC1,C5,[C-]#[N+]CCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000270,CCCCCCCCCCCCCCCCCCNC(=O)C(NCC1(C)CCC(C)(C)C1)C1(CCOC)CC1,A487,CC1(C)CCC(C)(CN)C1,B165,COCCC1(C=O)CC1,C2,[C-]#[N+]CCCCCCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000271,CC1CCC(C(NCCC(c2ccccc2)c2ccccc2)C(=O)NCCCN(C)C)CO1,A205,NCCC(c1ccccc1)c1ccccc1,B101,CC1CCC(C=O)CO1,C9,[C-]#[N+]CCCN(C)C,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000272,CCCCCCCCCCCCNC(=O)C(NC1CCc2ccccc21)C(=CN(C)C)SCc1ccccc1,A157,NC1CCc2ccccc21,B67,CN(C)/C=C(/C=O)SCc1ccccc1,C5,[C-]#[N+]CCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000273,CN(C)CCCNC(=O)C(NCCNCCCNCCN)C(C)(C)CC(F)(F)F,A233,NCCNCCCNCCN,B200,CC(C)(C=O)CC(F)(F)F,C9,[C-]#[N+]CCCN(C)C,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000274,CCCCCCCCCCCCCCCCCCNC(=O)C(NCCNCCN)c1c(F)ccc(C(=O)OC(C)(C)C)c1F,A214,NCCNCCN,B44,CC(C)(C)OC(=O)c1ccc(F)c(C=O)c1F,C2,[C-]#[N+]CCCCCCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000275,COC(=O)c1cnc(C(Nc2c(C(=O)OC)oc3ccc(C(F)(F)F)cc23)C(=O)NCCCN(C)C)c(F)c1,A691,COC(=O)c1oc2ccc(C(F)(F)F)cc2c1N,B59,COC(=O)c1cnc(C=O)c(F)c1,C9,[C-]#[N+]CCCN(C)C,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000276,[C-]#[N+]CCN(CC[N+]#[C-])CCNC(=O)C(NCCN1CCc2ccccc21)C(=CCCC)CC,A541,NCCN1CCc2ccccc21,B100,CCCC=C(C=O)CC,C11,[C-]#[N+]CCN(CC[N+]#[C-])CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000277,CCCCCCCC/C=C\CCCCCCCCNC(=O)C(Nc1ccccc1C(C)C)c1c(O)ccnc1Br,A171,CC(C)c1ccccc1N,B77,O=Cc1c(O)ccnc1Br,C8,[C-]#[N+]CCCCCCCC/C=C\CCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000278,[C-]#[N+]CCN(CC[N+]#[C-])CCNC(=O)C(NC(=O)c1cnc(Cl)c(F)c1N)c1nscc1I,A654,NC(=O)c1cnc(Cl)c(F)c1N,B148,O=Cc1nscc1I,C11,[C-]#[N+]CCN(CC[N+]#[C-])CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000279,CCCCCCCC/C=C\CCCCCCCCNC(=O)C(Nc1cn(C(C)C)cn1)c1cnn2c(Br)cccc12,A990,CC(C)n1cnc(N)c1,B91,O=Cc1cnn2c(Br)cccc12,C8,[C-]#[N+]CCCCCCCC/C=C\CCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000280,CCCCCCCCCCCCCCNC(=O)C(NCCCN1CCCCC1CC)c1cn(C)c2ccc(Cl)cc12,A307,CCC1CCCCN1CCCN,B48,Cn1cc(C=O)c2cc(Cl)ccc21,C7,[C-]#[N+]CCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000281,CN(C)CCCNC(=O)C(NC1CC2COCC2C1)c1cccc(C(=O)N(C)C)n1,A991,NC1CC2COCC2C1,B84,CN(C)C(=O)c1cccc(C=O)n1,C9,[C-]#[N+]CCCN(C)C,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000282,[C-]#[N+]CCN(C)CCNC(=O)C(Nc1cccc(-c2cccc(Cl)c2F)n1)c1c(O)ccnc1Br,A431,Nc1cccc(-c2cccc(Cl)c2F)n1,B77,O=Cc1c(O)ccnc1Br,C10,[C-]#[N+]CCN(C)CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000283,CCCCCCCCCCCCCCCCNC(=O)C(C#Cc1cccs1)NC1CCN(C)CC1,A12,CN1CCC(N)CC1,B127,O=CC#Cc1cccs1,C3,[C-]#[N+]CCCCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000284,[C-]#[N+]CCN(C)CCNC(=O)C(NC(C)C)c1nnc2c(F)cccn12,A99,CC(C)N,B128,O=Cc1nnc2c(F)cccn12,C10,[C-]#[N+]CCN(C)CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000285,CCCCCCCC/C=C\CCCCCCCCNC(=O)C(NC[C@H](NC(=O)OC(C)(C)C)C(=O)OC)C1(CCOC)CCC1,A602,COC(=O)[C@H](CN)NC(=O)OC(C)(C)C,B182,COCCC1(C=O)CCC1,C8,[C-]#[N+]CCCCCCCC/C=C\CCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000286,CCCCCCCCCCCCNC(=O)C(NC(C)CN(C)C)c1cc2cc(Br)cnc2[nH]1,A270,CC(N)CN(C)C,B63,O=Cc1cc2cc(Br)cnc2[nH]1,C5,[C-]#[N+]CCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000287,Cc1ccc(CC(NC(C)CCc2nccs2)C(=O)NCCCN(C)C)s1,A514,CC(N)CCc1nccs1,B179,Cc1ccc(CC=O)s1,C9,[C-]#[N+]CCCN(C)C,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000288,CCCCCCCC/C=C\CCCCCCCCNC(=O)C(NCCN1CCC(C)CC1)c1ccc(CN2CCCCC2)cc1,A74,CC1CCN(CCN)CC1,B72,O=Cc1ccc(CN2CCCCC2)cc1,C8,[C-]#[N+]CCCCCCCC/C=C\CCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000289,CCCCCCCCC=CCCCCCCCCNC(=O)C(NCCN(CC)CC)c1ccc(Cl)c(C(F)F)c1,A5,CCN(CC)CCN,B140,O=Cc1ccc(Cl)c(C(F)F)c1,C4,[C-]#[N+]CCCCCCCCC=CCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000290,CCCCCCCCCCCCCCNC(=O)C(NCCCCCCO)c1cc(Cl)ccc1C(N)=O,A228,NCCCCCCO,B139,NC(=O)c1ccc(Cl)cc1C=O,C7,[C-]#[N+]CCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000291,CCCCCCCCCCCCCCCCCCNC(=O)C(N[C@H]1CN(C(=O)OC(C)(C)C)C[C@@H]1OC)c1c(C(N)=O)cn2c1CCCC2,A565,CO[C@H]1CN(C(=O)OC(C)(C)C)C[C@H]1N,B99,NC(=O)c1cn2c(c1C=O)CCCC2,C2,[C-]#[N+]CCCCCCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000292,CCCCCCCCCCCCCCNC(=O)C(NCc1cc2c(C)ccc(C)c2s1)c1cc(C(=O)N(C)C)n(C)n1,A637,Cc1ccc(C)c2sc(CN)cc12,B50,CN(C)C(=O)c1cc(C=O)nn1C,C7,[C-]#[N+]CCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000293,CCCCCCCCCCCCNC(=O)C(NCCCC)c1c(F)ccc(C(=O)NC)c1F,A221,CCCCN,B43,CNC(=O)c1ccc(F)c(C=O)c1F,C5,[C-]#[N+]CCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000294,CN(C)CCCNC(=O)C(NCC1(O)CCN(C(=O)OC(C)(C)C)CC1(F)F)c1cnn(CCO)c1,A551,CC(C)(C)OC(=O)N1CCC(O)(CN)C(F)(F)C1,B176,O=Cc1cnn(CCO)c1,C9,[C-]#[N+]CCCN(C)C,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000295,[C-]#[N+]CCN(C)CCNC(=O)C(NCCNCCCN)c1cccc(-c2ccc3c(c2)OCCO3)c1,A232,NCCCNCCN,B54,O=Cc1cccc(-c2ccc3c(c2)OCCO3)c1,C10,[C-]#[N+]CCN(C)CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
