record_id,study_id,publication_link,lnp_id,il_id,il_smiles,il_class,il_head_smiles,il_head_class,il_linker_smiles,il_linker_class,il_tail_count,il_tail1_id,il_tail1_smiles,il_tail1_class,il_tail2_id,il_tail2_smiles,il_tail2_class,il_tail3_id,il_tail3_smiles,il_tail3_class,il_tail4_id,il_tail4_smiles,il_tail4_class,il_tail5_id,il_tail5_smiles,il_tail5_class,il_tail6_id,il_tail6_smiles,il_tail6_class,il_architecture_type,helper_lipid_name,helper_lipid_smiles,helper_lipid_molratio,cholesterol_name,cholesterol_smiles,cholesterol_molratio,peg_lipid_name,peg_lipid_smiles,peg_lipid_molratio,peg_mw,il_molratio,il_to_nucleicacid_massratio,il_to_nucleicacid_chargeratio,total_lipid_to_cargo_ratio,total_flow_rate_ml_min,cargo_type,route_of_administration,model,model_type,model_target,particle_size_nm,pdi,zeta_potential_mv,zeta_potential_method,encapsulation_efficiency_percent,measured_pka,delivery_value,delivery_value_method,heavy_atoms,rings,aromatic_rings,rotatable_bonds,van_der_waals_molecular_volume,topological_polar_surface_area,hydrogen_bond_donors,hydrogen_bond_acceptors,logp,molar_refractivity,fraction_sp3_carbons,sp3_carbons,nitrogen_count,molecular_weight,has_ester,has_carbonate,has_disulfide,il_subclass,cellular_metabolic/uptake_%,GFP/MFI_transfection,protein_abundance_value,protein_abundance_value_method,mRNA_binding_efficiency_percent,editing_GFP-negative_cells_%,editing_Relative_FVII_EC50_mg_kg–1,uptake_Cy5-mLuc/LNPs_%,viability_IGROV-1_%,viability_MTT_0.5µg/mL,viability_MTT_5µg/mL,toxicity_CERA_μmol/L,toxicity_hemolysis_%,toxicity_UREA_μmol/L,toxicity_ALT_U/L,toxicity_AST_U/L,toxicity_BUN_mg/dL,delivery_relative_to_spikevax_value,il_head_architecture
LNPhub_R0004376,LNPhub_BL_2023,https://www.nature.com/articles/s41587-023-01679-x,LNPhub_BL_2023_LNP_000368,BL_A24-T6,CCCCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN1CCN(c2cccnc2)CC1)CCCCCC,Ugi-3CR,C1=CC(=CN=C1)N2CCNCC2,secondary_tertiary,C=CC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)O,ester/carbonate acrylate,1,T6,CCCCC#CCO,ricinoleic/aliphatic,,,,,,,,,,,,,,,,head–linker–tail,DOPE,[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O,16.0,Cholesterol,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,46.5,DMPE-PEG2000,CCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)O)OC(=O)CCCCCCCCCCCCC,2.5,2000.0,35.0,10.0,,,,mRNA,in_vitro,in_vitro,A549,in_vitro,,,,,,,0.20742225301503,normalized_luminescence,46.0,2.0,1.0,24.0,639.4611221,81.2,0.0,8.0,8.4997,186.823,0.710526316,1.0,3.0,639.922,True,True,False,biodegradable acrylate,,,,,,,,,,,,,,,,,,,cyclic
LNPhub_R0004377,LNPhub_BL_2023,https://www.nature.com/articles/s41587-023-01679-x,LNPhub_BL_2023_LNP_000369,BL_A34-T9,CCCCC#CCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCC#CCCCC)CCN(CCCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCC#CCCCC)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCC#CCCCC)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCC#CCCCC)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCC#CCCCC)CCCCCC,Ugi-3CR,C(CN)CNCCNCCCN,primary_secondary,C=CC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)O,ester/carbonate acrylate,1,T9,CCCCC#CCCO,ricinoleic/aliphatic,,,,,,,,,,,,,,,,head–linker–tail,DOPE,[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O,16.0,Cholesterol,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,46.5,DMPE-PEG2000,CCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)O)OC(=O)CCCCCCCCCCCCC,2.5,2000.0,35.0,10.0,,,,mRNA,in_vitro,in_vitro,A549,in_vitro,,,,,,,0.1772852104287122,normalized_luminescence,222.0,0.0,0.0,155.0,3116.379395,383.94,0.0,34.0,49.0918,906.294,0.808510638,6.0,4.0,3118.642,True,True,False,biodegradable acrylate,,,,,,,,,,,,,,,,,,,linear
LNPhub_R0004378,LNPhub_BL_2023,https://www.nature.com/articles/s41587-023-01679-x,LNPhub_BL_2023_LNP_000370,BL_A54-T1,CCCCCCCCCCCCCCCCCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN1CCN(CCOCCO)CC1)CCCCCC,Ugi-3CR,C1CN(CCN1)CCOCCO,secondary_tertiary,C=CC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)O,ester/carbonate acrylate,1,T1,CCCCCCCCCCCCCCCCCCO,ricinoleic/aliphatic,,,,,,,,,,,,,,,,head–linker–tail,DOPE,[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O,16.0,Cholesterol,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,46.5,DMPE-PEG2000,CCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)O)OC(=O)CCCCCCCCCCCCC,2.5,2000.0,35.0,10.0,,,,mRNA,in_vitro,in_vitro,A549,in_vitro,,,,,,,-0.3230932604863739,normalized_luminescence,57.0,1.0,0.0,42.0,808.6904533,97.77,1.0,9.0,11.9769,236.9628,0.916666667,1.0,2.0,809.271,True,True,False,biodegradable acrylate,,,,,,,,,,,,,,,,,,,cyclic
LNPhub_R0004379,LNPhub_BL_2023,https://www.nature.com/articles/s41587-023-01679-x,LNPhub_BL_2023_LNP_000371,BL_A8-T3,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCN(CC)CC)CCN(CC)CC)CCCCCC,Ugi-3CR,CCN(CC)CCNCCN(CC)CC,secondary_tertiary,C=CC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)O,ester/carbonate acrylate,1,T3,CCCCCC=CCC=C=CCCCCCCCCO,ricinoleic/aliphatic,,,,,,,,,,,,,,,,head–linker–tail,DOPE,[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O,16.0,Cholesterol,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,46.5,DMPE-PEG2000,CCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)O)OC(=O)CCCCCCCCCCCCC,2.5,2000.0,35.0,10.0,,,,mRNA,in_vitro,in_vitro,A549,in_vitro,,,,,,,1.6172173861089083,normalized_luminescence,60.0,0.0,0.0,45.0,845.7584733,71.55,0.0,8.0,13.888,258.006,0.846153846,1.0,3.0,846.38,True,True,False,biodegradable acrylate,,,,,,,,,,,,,,,,,,,branched
LNPhub_R0004380,LNPhub_BL_2023,https://www.nature.com/articles/s41587-023-01679-x,LNPhub_BL_2023_LNP_000372,BL_A45-T9,CCCCC#CCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCC#CCCCC)CCC1CCCCN1CC(C)C)CCCCCC,Ugi-3CR,CC(C)CN1CCCCC1CCN,primary_tertiary,C=CC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)O,ester/carbonate acrylate,1,T9,CCCCC#CCCO,ricinoleic/aliphatic,,,,,,,,,,,,,,,,head–linker–tail,DOPE,[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O,16.0,Cholesterol,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,46.5,DMPE-PEG2000,CCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)O)OC(=O)CCCCCCCCCCCCC,2.5,2000.0,35.0,10.0,,,,mRNA,in_vitro,in_vitro,A549,in_vitro,,,,,,,-0.0060544952590872,normalized_luminescence,83.0,1.0,0.0,53.0,1164.925598,130.14,0.0,12.0,18.5614,342.207,0.830985915,3.0,2.0,1165.777,True,True,False,biodegradable acrylate,,,,,,,,,,,,,,,,,,,cyclic-dendrimer
LNPhub_R0004381,LNPhub_BL_2023,https://www.nature.com/articles/s41587-023-01679-x,LNPhub_BL_2023_LNP_000373,BL_A1-T4,CCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCC)CCCCCC,Ugi-3CR,CN(C)CCCN,primary_tertiary,C=CC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)O,ester/carbonate acrylate,1,T4,CCC#CCO,ricinoleic/aliphatic,,,,,,,,,,,,,,,,head–linker–tail,DOPE,[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O,16.0,Cholesterol,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,46.5,DMPE-PEG2000,CCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)O)OC(=O)CCCCCCCCCCCCC,2.5,2000.0,35.0,10.0,,,,mRNA,in_vitro,in_vitro,A549,in_vitro,,,,,,,-0.0923236038231461,normalized_luminescence,71.0,0.0,0.0,46.0,998.7534475,130.14,0.0,12.0,14.2719,289.009,0.796610169,2.0,2.0,999.469,True,True,False,biodegradable acrylate,,,,,,,,,,,,,,,,,,,branched
LNPhub_R0004382,LNPhub_BL_2023,https://www.nature.com/articles/s41587-023-01679-x,LNPhub_BL_2023_LNP_000374,BL_A11-T7,CCCCCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN1CCC(CCCC2CCN(CCO)CC2)CC1)CCCCCC,Ugi-3CR,C(CC1CCNCC1)CC2CCN(CC2)CCO,secondary_tertiary,C=CC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)O,ester/carbonate acrylate,1,T7,CCCCCC#CCO,ricinoleic/aliphatic,,,,,,,,,,,,,,,,head–linker–tail,DOPE,[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O,16.0,Cholesterol,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,46.5,DMPE-PEG2000,CCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)O)OC(=O)CCCCCCCCCCCCC,2.5,2000.0,35.0,10.0,,,,mRNA,in_vitro,in_vitro,A549,in_vitro,,,,,,,-1.2895017561230468,normalized_luminescence,53.0,2.0,0.0,30.0,744.6016383,88.54,1.0,8.0,10.2592,217.8148,0.866666667,1.0,2.0,745.143,True,True,False,biodegradable acrylate,,,,,,,,,,,,,,,,,,,cyclic-dendrimer
LNPhub_R0004383,LNPhub_BL_2023,https://www.nature.com/articles/s41587-023-01679-x,LNPhub_BL_2023_LNP_000375,BL_A17-T8,CCCCCCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCCCCCC)CCN1CCOCC1)CCCCCC,Ugi-3CR,C(CN1CCOCC1)N,primary_tertiary,C=CC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)O,ester/carbonate acrylate,1,T8,CCCCCCC#CCO,ricinoleic/aliphatic,,,,,,,,,,,,,,,,head–linker–tail,DOPE,[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O,16.0,Cholesterol,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,46.5,DMPE-PEG2000,CCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)O)OC(=O)CCCCCCCCCCCCC,2.5,2000.0,35.0,10.0,,,,mRNA,in_vitro,in_vitro,A549,in_vitro,,,,,,,0.4298769984585214,normalized_luminescence,81.0,1.0,0.0,53.0,1138.873563,139.37,0.0,13.0,16.7732,330.033,0.823529412,2.0,2.0,1139.695,True,True,False,biodegradable acrylate,,,,,,,,,,,,,,,,,,,cyclic
LNPhub_R0004384,LNPhub_BL_2023,https://www.nature.com/articles/s41587-023-01679-x,LNPhub_BL_2023_LNP_000376,BL_A38-T4,CCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCC)CCC1CCCCN1C)CCCCCC,Ugi-3CR,CN1CCCCC1CCN,primary_tertiary,C=CC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)O,ester/carbonate acrylate,1,T4,CCC#CCO,ricinoleic/aliphatic,,,,,,,,,,,,,,,,head–linker–tail,DOPE,[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O,16.0,Cholesterol,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,46.5,DMPE-PEG2000,CCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)O)OC(=O)CCCCCCCCCCCCC,2.5,2000.0,35.0,10.0,,,,mRNA,in_vitro,in_vitro,A549,in_vitro,,,,,,,0.704701368789932,normalized_luminescence,74.0,1.0,0.0,45.0,1038.784748,130.14,0.0,12.0,15.1946,300.724,0.806451613,3.0,2.0,1039.534,True,True,False,biodegradable acrylate,,,,,,,,,,,,,,,,,,,cyclic
LNPhub_R0004385,LNPhub_BL_2023,https://www.nature.com/articles/s41587-023-01679-x,LNPhub_BL_2023_LNP_000377,BL_A14-T4,CCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(C)CCN(CCN(C)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCC)CCN(C)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCC)CCCCCC,Ugi-3CR,CNCCN(CCNC)CCNC,secondary_tertiary,C=CC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)O,ester/carbonate acrylate,1,T4,CCC#CCO,ricinoleic/aliphatic,,,,,,,,,,,,,,,,head–linker–tail,DOTAP,[H]C(C[N+](C)(C)C)(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O,39.0,Cholesterol,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,30.0,DMPE-PEG2000,CCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)O)OC(=O)CCCCCCCCCCCCC,1.0,2000.0,30.0,7.5,,,,mRNA,intratracheal,in_vivo,Mouse_B6,lung_epithelium,132.8,,,,,,-1.3624025139409022,normalized_luminescence,109.0,0.0,0.0,72.0,1533.15672,198.45,0.0,19.0,20.6315,443.028,0.8,3.0,4.0,1534.251,True,True,False,biodegradable acrylate,,,,,,92.0,,,,,,,,,,,,,branched
LNPhub_R0004386,LNPhub_BL_2023,https://www.nature.com/articles/s41587-023-01679-x,LNPhub_BL_2023_LNP_000378,BL_A14-T6,CCCCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(C)CCN(CCN(C)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCCCC)CCN(C)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCCCC)CCCCCC,Ugi-3CR,CNCCN(CCNC)CCNC,secondary_tertiary,C=CC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)O,ester/carbonate acrylate,1,T6,CCCCC#CCO,ricinoleic/aliphatic,,,,,,,,,,,,,,,,head–linker–tail,DOPE,[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O,16.0,Cholesterol,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,46.5,DMPE-PEG2000,CCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)O)OC(=O)CCCCCCCCCCCCC,2.5,2000.0,35.0,10.0,,,,mRNA,in_vitro,in_vitro,A549,in_vitro,,,,,,,-1.3039089761889011,normalized_luminescence,115.0,0.0,0.0,78.0,1617.250621,198.45,0.0,19.0,22.9721,470.73,0.8125,3.0,4.0,1618.413,True,True,False,biodegradable acrylate,,,,,,,,,,,,,,,,,,,branched
LNPhub_R0004387,LNPhub_BL_2023,https://www.nature.com/articles/s41587-023-01679-x,LNPhub_BL_2023_LNP_000379,BL_A63-T7,CCCCCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCCCCC)CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCCCCC)CCN1CCN(CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCCCCC)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCCCCC)CC1)CCCCCC,Ugi-3CR,C(CNCCN1CCN(CCN)CC1)N,primary_secondary_tertiary,C=CC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)O,ester/carbonate acrylate,1,T7,CCCCCC#CCO,ricinoleic/aliphatic,,,,,,,,,,,,,,,,head–linker–tail,DOPE,[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O,16.0,Cholesterol,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,46.5,DMPE-PEG2000,CCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)O)OC(=O)CCCCCCCCCCCCC,2.5,2000.0,35.0,10.0,,,,mRNA,in_vitro,in_vitro,A549,in_vitro,,,,,,,1.189513938072306,normalized_luminescence,190.0,1.0,0.0,129.0,2667.040119,325.35,0.0,30.0,39.941,774.95,0.8125,5.0,5.0,2668.97,True,True,False,biodegradable acrylate,,,,,,,,,,,,,,,,,,,cyclic-dendrimer
LNPhub_R0004388,LNPhub_BL_2023,https://www.nature.com/articles/s41587-023-01679-x,LNPhub_BL_2023_LNP_000380,BL_A51-T1,CCCCCCCCCCCCCCCCCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN1CCC(CO)CC1)CCCCCC,Ugi-3CR,C1CNCCC1CO,secondary,C=CC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)O,ester/carbonate acrylate,1,T1,CCCCCCCCCCCCCCCCCCO,ricinoleic/aliphatic,,,,,,,,,,,,,,,,head–linker–tail,DOPE,[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O,16.0,Cholesterol,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,46.5,DMPE-PEG2000,CCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)O)OC(=O)CCCCCCCCCCCCC,2.5,2000.0,35.0,10.0,,,,mRNA,in_vitro,in_vitro,A549,in_vitro,,,,,,,1.4368418281353008,normalized_luminescence,53.0,1.0,0.0,38.0,749.6533395,85.3,1.0,7.0,13.0547,222.4278,0.913043478,1.0,1.0,750.203,True,True,False,biodegradable acrylate,,,,,,,,,,,,,,,,,,,cyclic
LNPhub_R0004389,LNPhub_BL_2023,https://www.nature.com/articles/s41587-023-01679-x,LNPhub_BL_2023_LNP_000381,BL_A65-T9,CCCCC#CCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCC#CCCCC)CC(OC)OC)CCCCCC,Ugi-3CR,COC(CN)OC,primary,C=CC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)O,ester/carbonate acrylate,1,T9,CCCCC#CCCO,ricinoleic/aliphatic,,,,,,,,,,,,,,,,head–linker–tail,DOPE,[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O,16.0,Cholesterol,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,46.5,DMPE-PEG2000,CCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)O)OC(=O)CCCCCCCCCCCCC,2.5,2000.0,35.0,10.0,,,,mRNA,in_vitro,in_vitro,A549,in_vitro,,,,,,,-0.9678228234630304,normalized_luminescence,77.0,0.0,0.0,52.0,1085.810628,145.36,0.0,13.0,16.2797,311.346,0.8125,2.0,1.0,1086.587,True,True,False,biodegradable acrylate,,,,,,,,,,,,,,,,,,,branched
